Iteration,Loss,Test loss,Accuracy,Test accuracy
0,1.0780324621349069,0.983262125664358,0.53125,0.5078125
1,0.9847817829737191,0.9052920057449526,0.75,0.7421875
2,0.9077042118244771,0.8442427810153221,0.7578125,0.75
3,0.8471334517480572,0.7965496590867541,0.75,0.75
4,0.7996656068520618,0.7555990092677828,0.75,0.75
5,0.7588450803940667,0.7158689243620383,0.75,0.75
6,0.719192554706639,0.6754028780594369,0.765625,0.75
7,0.6787016403762088,0.6354857276429684,0.828125,0.8359375
8,0.6385956380155619,0.598657152871032,0.9453125,0.96875
9,0.601406474908165,0.5666416202747794,0.9921875,1.0
10,0.5689151635697902,0.5390963550796298,1.0,1.0
11,0.5408704064782959,0.5138407483411164,1.0,1.0
12,0.5151700372370169,0.4884139000550836,1.0,1.0
13,0.4894009903724231,0.46166445953059004,1.0,1.0
14,0.462445719743797,0.4340855156771989,1.0,1.0
15,0.4348312577765822,0.4072006984916893,1.0,1.0
16,0.40810898102585347,0.3826292111010785,1.0,1.0
17,0.383896016041118,0.36113948736210344,1.0,1.0
18,0.36290179778229803,0.34213136332449157,1.0,1.0
19,0.34440907386902603,0.3241592375180511,1.0,1.0
20,0.32683979778375166,0.30623264369881975,1.0,1.0
21,0.3091119631227213,0.2886710716510832,1.0,1.0
22,0.29152322918515294,0.2728253359415125,1.0,1.0
23,0.2754675073546816,0.2600676496281497,1.0,1.0
24,0.26240245441504423,0.2507626899845767,1.0,1.0
25,0.25279070443666146,0.243855913865318,1.0,1.0
26,0.2456581042363277,0.23747883844410475,1.0,1.0
27,0.23918016856538182,0.2301508179961756,1.0,1.0
28,0.2318836542189462,0.22152675627952784,1.0,1.0
29,0.223406271718312,0.21224375328635425,1.0,1.0
30,0.21435451262794283,0.20327295392638883,1.0,1.0
31,0.20566028640591114,0.1953123392145258,1.0,1.0
32,0.19797602894306263,0.18851789347031275,1.0,1.0
33,0.19141167586812968,0.1826190715699559,1.0,1.0
34,0.18566029615499538,0.17724507075040954,1.0,1.0
35,0.18033350298191225,0.17219495519069802,1.0,1.0
36,0.17523408048047365,0.16749537789646143,1.0,1.0
37,0.17040935440255442,0.16328044777070233,1.0,1.0
38,0.16602357044598295,0.15962623640700283,1.0,1.0
39,0.16218507610632354,0.15645449457670862,1.0,1.0
40,0.1588442157418447,0.15355225550113125,1.0,1.0
41,0.15580890175433268,0.15068065022526594,1.0,1.0
42,0.15285134272244127,0.14769559276565467,1.0,1.0
43,0.14982868096727792,0.14460520248101455,1.0,1.0
44,0.1467421308291534,0.14153974147294024,1.0,1.0
45,0.14370972189916462,0.13866501041259902,1.0,1.0
46,0.14088283322058537,0.13609462848976564,1.0,1.0
47,0.13836136321258866,0.13384673287378115,1.0,1.0
48,0.13615268895013705,0.13185860236960575,1.0,1.0
49,0.13418766418803207,0.13003795166337004,1.0,1.0
50,0.13237227443076863,0.1283133228402208,1.0,1.0
51,0.1306374387598204,0.1266559305938927,1.0,1.0
52,0.1289595755029621,0.12506921381279484,1.0,1.0
53,0.12734856477995937,0.1235618875175863,1.0,1.0
54,0.12581930544773695,0.12212614517961011,1.0,1.0
55,0.12436884720248002,0.1207351328487373,1.0,1.0
56,0.122973376686534,0.11935859652982053,1.0,1.0
57,0.12160389353398476,0.11798241288076548,1.0,1.0
58,0.12024605901872676,0.11661609544480267,1.0,1.0
59,0.11890806245746664,0.11528329739659078,1.0,1.0
60,0.11761138784598983,0.11400395523454927,1.0,1.0
61,0.11637313688786423,0.11278156124692743,1.0,1.0
62,0.11519350457586978,0.11160280644178144,1.0,1.0
63,0.11405575241797804,0.11044693821366663,1.0,1.0
64,0.11293604545644335,0.10929701899091551,1.0,1.0
65,0.111815270596486,0.10814675073462596,1.0,1.0
66,0.11068637663973828,0.10700086995542162,1.0,1.0
67,0.10955508988862166,0.10587042413346642,1.0,1.0
68,0.10843516047662918,0.10476576475563505,1.0,1.0
69,0.10734086922036735,0.10369073616376744,1.0,1.0
70,0.10628030950486439,0.10264107040909089,1.0,1.0
71,0.10525267960248896,0.10160760271935476,1.0,1.0
72,0.10425055361698983,0.1005817607396897,1.0,1.0
73,0.10326491833918443,0.09955955871946749,1.0,1.0
74,0.10228937623690823,0.09854207885310856,1.0,1.0
75,0.10132142848487423,0.09753325622142099,1.0,1.0
76,0.10036137250906677,0.09653717367284957,1.0,1.0
77,0.09941063165718422,0.09555643255151537,1.0,1.0
78,0.09847073799730874,0.09459180785628193,1.0,1.0
79,0.09754300801151519,0.09364264739010193,1.0,1.0
80,0.09662843253710444,0.09270747033394602,1.0,1.0
81,0.0957274847951366,0.09178443581874127,1.0,1.0
82,0.09483983897227702,0.09087158166770949,1.0,1.0
83,0.09396416721456281,0.0899670177570648,1.0,1.0
84,0.0930983172726241,0.08906930626248516,1.0,1.0
85,0.09224003563266582,0.08817782781571686,1.0,1.0
86,0.0913878223626395,0.08729257699287699,1.0,1.0
87,0.0905411095188619,0.08641332031674775,1.0,1.0
88,0.08969953056142115,0.08553898983320729,1.0,1.0
89,0.08886214595555968,0.08466822946257142,1.0,1.0
90,0.08802767226164662,0.08380075992690726,1.0,1.0
91,0.08719556076014504,0.08293808540536932,1.0,1.0
92,0.08636658714078023,0.08208256697654201,1.0,1.0
93,0.08554202818963849,0.08123561699175756,1.0,1.0
94,0.08472214544773585,0.08039673233071602,1.0,1.0
95,0.08390559375933142,0.07956416101810704,1.0,1.0
96,0.08309040437863888,0.07873630387215501,1.0,1.0
97,0.08227549663716442,0.07791243170997088,1.0,1.0
98,0.08146122056405611,0.07709235507434173,1.0,1.0
99,0.08064862142262325,0.07627586431780856,1.0,1.0
100,0.0798384215753159,0.07546272318101203,1.0,1.0
101,0.07903071165945146,0.07465308339337537,1.0,1.0
102,0.07822534355657637,0.07384766450878108,1.0,1.0
103,0.07742235368898148,0.0730474166432677,1.0,1.0
104,0.07662200689744111,0.07225300190587837,1.0,1.0
105,0.07582463115400219,0.07146454934512482,1.0,1.0
106,0.07503055932961365,0.07068178718685135,1.0,1.0
107,0.07424021062338049,0.0699043558344452,1.0,1.0
108,0.0734541348899036,0.06913211307850946,1.0,1.0
109,0.07267294183536945,0.06836536561838732,1.0,1.0
110,0.07189720954796568,0.06760498160444761,1.0,1.0
111,0.07112746454749069,0.06685230818825838,1.0,1.0
112,0.07036420941600685,0.06610887473982026,1.0,1.0
113,0.06960792981476983,0.06537599384081162,1.0,1.0
114,0.0688590732387236,0.06465444949156174,1.0,1.0
115,0.0681180470519383,0.06394440976799282,1.0,1.0
116,0.06738525742081468,0.06324557036606919,1.0,1.0
117,0.0666611485497576,0.06255743336168483,1.0,1.0
118,0.06594619215828629,0.061879605355017894,1.0,1.0
119,0.06524083464397404,0.06121203021969295,1.0,1.0
120,0.06454546144068307,0.060555098816579084,1.0,1.0
121,0.06386041877092356,0.05990959040329241,1.0,1.0
122,0.0631860608553501,0.05927644145929754,1.0,1.0
123,0.06252275358191119,0.058656432833335145,1.0,1.0
124,0.06187081969361319,0.058049964771636736,1.0,1.0
125,0.061230493450285486,0.05745704275147438,1.0,1.0
126,0.06060194839067977,0.05687743949937506,1.0,1.0
127,0.059985366179719175,0.05631088813429919,1.0,1.0
128,0.059380959314235864,0.055757203824564304,1.0,1.0
129,0.058788927243349165,0.05521633855482344,1.0,1.0
130,0.058209417408468196,0.0546883989324129,1.0,1.0
131,0.057642545162002165,0.05417360892915802,1.0,1.0
132,0.05708843237484815,0.05367220274153094,1.0,1.0
133,0.056547200747144984,0.05318430800799653,1.0,1.0
134,0.056018932160529694,0.052709905903189025,1.0,1.0
135,0.055503658069520206,0.05224887429969297,1.0,1.0
136,0.05500138872392518,0.0518010397906483,1.0,1.0
137,0.05451213119619682,0.05136618815740476,1.0,1.0
138,0.054035869773892055,0.050944056822584904,1.0,1.0
139,0.053572543406490314,0.05053434590822191,1.0,1.0
140,0.05312205242201508,0.050136741451280865,1.0,1.0
141,0.05268427553111708,0.04975093052801843,1.0,1.0
142,0.05225906752678875,0.04937661604006801,1.0,1.0
143,0.05184624709775095,0.049013543455281736,1.0,1.0
144,0.05144559952808235,0.04866151803549904,1.0,1.0
145,0.05105688843147797,0.04832038059178466,1.0,1.0
146,0.050679853146620664,0.04798994908226203,1.0,1.0
147,0.050314194380966605,0.04766996715472793,1.0,1.0
148,0.04995957261564231,0.04736008475303512,1.0,1.0
149,0.04961562420841836,0.04705986315394701,1.0,1.0
150,0.049281973959180964,0.04676879343463891,1.0,1.0
151,0.048958232437588754,0.04648633038014663,1.0,1.0
152,0.04864399158695933,0.04621193764898084,1.0,1.0
153,0.048338831426713455,0.045945122808425644,1.0,1.0
154,0.04804233046266592,0.04568544540421604,1.0,1.0
155,0.04775406836224601,0.04543250491879868,1.0,1.0
156,0.047473624309291224,0.04518592600024045,1.0,1.0
157,0.04720058032507603,0.04494534737318178,1.0,1.0
158,0.04693452840436045,0.04471041141192676,1.0,1.0
159,0.04667507431850065,0.044480755586136664,1.0,1.0
160,0.046421838195785554,0.044256011367439015,1.0,1.0
161,0.046174457208407134,0.044035811299061166,1.0,1.0
162,0.045932590152644816,0.04381980038635664,1.0,1.0
163,0.04569591908462389,0.04360765066065607,1.0,1.0
164,0.04546414781986132,0.043399078985536854,1.0,1.0
165,0.04523700177305168,0.04319386196982547,1.0,1.0
166,0.04501423006519479,0.04299183781819594,1.0,1.0
167,0.04479560620872255,0.042792891870573085,1.0,1.0
168,0.044580926098482236,0.042596933336743664,1.0,1.0
169,0.044370006301373596,0.04240387402769733,1.0,1.0
170,0.04416268408772234,0.04221361617233443,1.0,1.0
171,0.043958816825236204,0.04202605229866025,1.0,1.0
172,0.04375827928295726,0.04184107618504266,1.0,1.0
173,0.043560960826265795,0.04165859808450079,1.0,1.0
174,0.04336676413422713,0.041478554112816944,1.0,1.0
175,0.043175604127257176,0.041300904249569385,1.0,1.0
176,0.042987405699834426,0.041125622264921544,1.0,1.0
177,0.042802101208523395,0.040952685400291663,1.0,1.0
178,0.04261962897647911,0.04078206930211786,1.0,1.0
179,0.04243993227728537,0.04061374892265569,1.0,1.0
180,0.04226295790160323,0.04044770248017816,1.0,1.0
181,0.0420886547035565,0.040283913871277124,1.0,1.0
182,0.041916972724539286,0.04012237014978518,1.0,1.0
183,0.041747862466437864,0.03996305508705209,1.0,1.0
184,0.041581273837962056,0.03980594391717408,1.0,1.0
185,0.04141715525491399,0.03965100378994941,1.0,1.0
186,0.04125545344451023,0.03949819957247274,1.0,1.0
187,0.041096113610789485,0.03934750013696287,1.0,1.0
188,0.04093907938468109,0.03919887977718043,1.0,1.0
189,0.04078429265233487,0.03905231276962754,1.0,1.0
190,0.040631693665398885,0.03890776389809728,1.0,1.0
191,0.0404812214111763,0.038765181064556356,1.0,1.0
192,0.040332813938675084,0.038624495548936134,1.0,1.0
193,0.040186408601203906,0.038485630833749215,1.0,1.0
194,0.04004194240494922,0.03834851513617096,1.0,1.0
195,0.03989935247380185,0.038213090219108944,1.0,1.0
196,0.039758576454123895,0.03807931168053304,1.0,1.0
197,0.039619552822883645,0.037947141633904585,1.0,1.0
198,0.03948222122006749,0.03781653927079724,1.0,1.0
199,0.039346522802665075,0.03768745534960736,1.0,1.0
200,0.039212400488859205,0.037559833297690894,1.0,1.0
201,0.03907979909553039,0.037433614908192824,1.0,1.0
202,0.03894866549556547,0.03730874588235327,1.0,1.0
203,0.03881894879392967,0.03718517757947867,1.0,1.0
204,0.0386906004148886,0.037062865068525956,1.0,1.0
205,0.03856357410972329,0.036941764563074166,1.0,1.0
206,0.038437825978490305,0.03682183317312998,1.0,1.0
207,0.03831331449424796,0.03670303120428623,1.0,1.0
208,0.03819000045244264,0.03658532457805445,1.0,1.0
209,0.03806784685815822,0.03646868458414724,1.0,1.0
210,0.03794681882451274,0.03635308435001051,1.0,1.0
211,0.037826883497019806,0.036238494284741275,1.0,1.0
212,0.03770800996976587,0.03612487986727676,1.0,1.0
213,0.03759016918901975,0.03601220349964361,1.0,1.0
214,0.037473333869478535,0.03590042909643687,1.0,1.0
215,0.03735747842237408,0.035789526174582025,1.0,1.0
216,0.03724257886645336,0.035679470923541505,1.0,1.0
217,0.03712861271650546,0.035570244252439646,1.0,1.0
218,0.037015558875072706,0.035461828887416995,1.0,1.0
219,0.03690339753613482,0.035354207642661346,1.0,1.0
220,0.03679211008778653,0.03524736333396297,1.0,1.0
221,0.03668167901814866,0.03514127916627408,1.0,1.0
222,0.03657208783794467,0.0350359383145725,1.0,1.0
223,0.03646332100845819,0.03493132277824572,1.0,1.0
224,0.03635536385684014,0.03482741289594578,1.0,1.0
225,0.03624820248528678,0.03472418869570566,1.0,1.0
226,0.036141823690229696,0.03462163262267985,1.0,1.0
227,0.03603621489247791,0.03451973170772389,1.0,1.0
228,0.0359313640690045,0.03441847741023354,1.0,1.0
229,0.03582725968244651,0.03431786314763428,1.0,1.0
230,0.03572389061154327,0.034217881350199104,1.0,1.0
231,0.0356212460832202,0.03411852213405318,1.0,1.0
232,0.03551931560311568,0.03401977419298861,1.0,1.0
233,0.03541808888710923,0.03392162666350908,1.0,1.0
234,0.03531755580005057,0.0338240701543108,1.0,1.0
235,0.03521770630079704,0.03372709622345082,1.0,1.0
236,0.03511853039048844,0.033630696155320446,1.0,1.0
237,0.035020018067577006,0.0335348604164846,1.0,1.0
238,0.03492215929299906,0.03343957928082344,1.0,1.0
239,0.034824943962662586,0.03334484384463678,1.0,1.0
240,0.034728361883562056,0.03325064630793236,1.0,1.0
241,0.03463240275383484,0.033156979243716016,1.0,1.0
242,0.034537056149414096,0.03306383465022656,1.0,1.0
243,0.03444231151867283,0.03297120375667406,1.0,1.0
244,0.034348158184827955,0.03287907771045558,1.0,1.0
245,0.034254585356608,0.03278744835905714,1.0,1.0
246,0.034161582146970446,0.032696308319853665,1.0,1.0
247,0.034069137597158274,0.03260565037209486,1.0,1.0
248,0.03397724070457202,0.03251546694982675,1.0,1.0
249,0.0338858804556648,0.03242575035227713,1.0,1.0
250,0.03379504586427461,0.03233649343410877,1.0,1.0
251,0.033704726013931326,0.032247689961300105,1.0,1.0
252,0.0336149101025544,0.03215933416129941,1.0,1.0
253,0.03352558748880821,0.03207141987736181,1.0,1.0
254,0.033436747739776375,0.03198394018928474,1.0,1.0
255,0.03334838067924777,0.03189688790135389,1.0,1.0
256,0.033260476436166135,0.03181025643487063,1.0,1.0
257,0.033173025493419175,0.03172404031923274,1.0,1.0
258,0.033086018736456314,0.031638234974698365,1.0,1.0
259,0.03299944750060954,0.031552836226496975,1.0,1.0
260,0.03291330361655352,0.0314678401706666,1.0,1.0
261,0.03282757945346013,0.03138324349750579,1.0,1.0
262,0.03274226795881978,0.03129904381286333,1.0,1.0
263,0.032657362693924614,0.0312152395213151,1.0,1.0
264,0.032572857864645734,0.03113182936833627,1.0,1.0
265,0.032488748347848186,0.031048812126602345,1.0,1.0
266,0.032405029713522396,0.030966186720431832,1.0,1.0
267,0.03232169824219321,0.030883952582587994,1.0,1.0
268,0.03223875093711298,0.030802109836476146,1.0,1.0
269,0.03215618553064519,0.03072065919893184,1.0,1.0
270,0.032074000484185204,0.030639601887875102,1.0,1.0
271,0.03199219498131189,0.030558939796927614,1.0,1.0
272,0.03191076891420907,0.03047867580212514,1.0,1.0
273,0.03182972286343853,0.0303988138062557,1.0,1.0
274,0.031749058071139355,0.030319358349034865,1.0,1.0
275,0.031668776407834255,0.030240314068359368,1.0,1.0
276,0.03158888033329499,0.03016168545400502,1.0,1.0
277,0.03150937285191713,0.03008347701618142,1.0,1.0
278,0.03143025746291158,0.030005693578090555,1.0,1.0
279,0.03135153810559942,0.029928340353551956,1.0,1.0
280,0.0312732191001052,0.029851422785440014,1.0,1.0
281,0.03119530508383992,0.029774946381927778,1.0,1.0
282,0.031117800944345197,0.029698916703483826,1.0,1.0
283,0.031040711749214526,0.029623339392687607,1.0,1.0
284,0.030964042673854178,0.029548220067306275,1.0,1.0
285,0.03088779892784096,0.029473564093294345,1.0,1.0
286,0.03081198568066789,0.029399376432563486,1.0,1.0
287,0.030736607987725432,0.02932566167196144,1.0,1.0
288,0.030661670717261398,0.02925242410481815,1.0,1.0
289,0.030587178479039002,0.029179667671703,1.0,1.0
290,0.030513135555507345,0.029107395759332095,1.0,1.0
291,0.03043954583639897,0.02903561105086552,1.0,1.0
292,0.03036641275766906,0.02896431556323891,1.0,1.0
293,0.030293739245584105,0.028893510776998078,1.0,1.0
294,0.03022152766653931,0.028823197660192278,1.0,1.0
295,0.03014977978304766,0.028753376533617814,1.0,1.0
296,0.030078496716238464,0.028684046920466395,1.0,1.0
297,0.030007678915328777,0.028615207523747962,1.0,1.0
298,0.02993732613453261,0.028546856305378097,1.0,1.0
299,0.02986743741775281,0.028478990537612867,1.0,1.0
300,0.029798011091178796,0.028411606779022876,1.0,1.0
301,0.029729044763719917,0.028344700853390786,1.0,1.0
302,0.029660535335052095,0.028278267900329303,1.0,1.0
303,0.02959247901091791,0.028212302451675372,1.0,1.0
304,0.02952487132523039,0.028146798447499483,1.0,1.0
305,0.029457707168514417,0.02808174920126383,1.0,1.0
306,0.02939098082218971,0.02801714741377926,1.0,1.0
307,0.02932468599812911,0.02795298528521061,1.0,1.0
308,0.029258815882803834,0.027889254650198057,1.0,1.0
309,0.029193363185167815,0.027825947035179887,1.0,1.0
310,0.029128320187351977,0.027763053642982996,1.0,1.0
311,0.02906367879730085,0.0277005653604646,1.0,1.0
312,0.028999430602576832,0.027638472842454208,1.0,1.0
313,0.028935566924545998,0.027576766619330728,1.0,1.0
314,0.02887207887215019,0.027515437153379573,1.0,1.0
315,0.028808957394460245,0.027454474847848954,1.0,1.0
316,0.028746193331268894,0.02739387007089685,1.0,1.0
317,0.028683777461083502,0.027333613218866838,1.0,1.0
318,0.028621700546013675,0.027273694779606023,1.0,1.0
319,0.028559953373098433,0.02721410536394703,1.0,1.0
320,0.028498526791742602,0.027154835730203462,1.0,1.0
321,0.028437411746985705,0.027095876836305186,1.0,1.0
322,0.028376599308449504,0.027037219899685973,1.0,1.0
323,0.028316080694837882,0.026978856413551425,1.0,1.0
324,0.02825584729398309,0.02692077811408194,1.0,1.0
325,0.028195890678564636,0.026862976952939772,1.0,1.0
326,0.02813620261770953,0.026805445116991494,1.0,1.0
327,0.028076775084771802,0.02674817507142845,1.0,1.0
328,0.028017600261536074,0.026691159576752027,1.0,1.0
329,0.02795867053916285,0.02663439167333176,1.0,1.0
330,0.027899978516217682,0.026577864669288326,1.0,1.0
331,0.027841516994210204,0.026521572149924632,1.0,1.0
332,0.027783278971097943,0.02646550798590605,1.0,1.0
333,0.0277252576331733,0.026409666317933986,1.0,1.0
334,0.02766744634572026,0.02635404153085887,1.0,1.0
335,0.027609838642788466,0.026298628240768947,1.0,1.0
336,0.027552428216411445,0.026243421290991855,1.0,1.0
337,0.027495208905586863,0.026188415736448464,1.0,1.0
338,0.02743817468530389,0.026133606818066958,1.0,1.0
339,0.027381319655910688,0.026078989951136514,1.0,1.0
340,0.027324638033051983,0.026024560734171708,1.0,1.0
341,0.027268124138351807,0.025970314953629954,1.0,1.0
342,0.02721177239094925,0.025916248564342576,1.0,1.0
343,0.027155577299972426,0.02586235765974942,1.0,1.0
344,0.027099533458041385,0.02580863845834914,1.0,1.0
345,0.027043635535882772,0.025755087307192028,1.0,1.0
346,0.026987878278113622,0.025701700681118766,1.0,1.0
347,0.02693225650018132,0.025648475168917478,1.0,1.0
348,0.026876765086446958,0.025595407459882685,1.0,1.0
349,0.02682139898939262,0.025542494341338685,1.0,1.0
350,0.026766153229928973,0.025489732699548472,1.0,1.0
351,0.026711022898810204,0.025437119515123095,1.0,1.0
352,0.026656003159132056,0.025384651858495977,1.0,1.0
353,0.02660108924990557,0.025332326892854834,1.0,1.0
354,0.026546276490667296,0.025280141877666886,1.0,1.0
355,0.026491560287123923,0.02522809416232716,1.0,1.0
356,0.02643693613780475,0.025176181175502986,1.0,1.0
357,0.0263823996417277,0.025124400425403533,1.0,1.0
358,0.026327946507100457,0.02507274951256843,1.0,1.0
359,0.026273572561034197,0.025021226141109732,1.0,1.0
360,0.026219273760259957,0.024969828120588934,1.0,1.0
361,0.026165046202834115,0.02491855336694809,1.0,1.0
362,0.026110886140848433,0.024867399911141848,1.0,1.0
363,0.026056789994142987,0.024816365911145083,1.0,1.0
364,0.02600275436501769,0.0247654496600393,1.0,1.0
365,0.025948776053932854,0.0247146495929162,1.0,1.0
366,0.02589485207615132,0.02466396429923862,1.0,1.0
367,0.025840979679301067,0.024613392539055826,1.0,1.0
368,0.025787156361828364,0.024562933257133903,1.0,1.0
369,0.025733379892307,0.02451258559592345,1.0,1.0
370,0.025679648329549006,0.024462348912643154,1.0,1.0
371,0.025625960043456596,0.02441222279937483,1.0,1.0
372,0.025572313736533653,0.024362207100334696,1.0,1.0
373,0.02551870846595799,0.024312301926802702,1.0,1.0
374,0.02546514366614004,0.024262507676067267,1.0,1.0
375,0.025411619171663152,0.024212825054962188,1.0,1.0
376,0.025358135240485007,0.024163255100854146,1.0,1.0
377,0.02530469257727793,0.02411379919670415,1.0,1.0
378,0.025251292356747033,0.024064459085597494,1.0,1.0
379,0.02519793624677402,0.024015236889434518,1.0,1.0
380,0.02514462643122581,0.023966135128931036,1.0,1.0
381,0.025091365632257223,0.02391715674075593,1.0,1.0
382,0.025038157131893102,0.023868305092749082,1.0,1.0
383,0.024985004792699717,0.023819583999125288,1.0,1.0
384,0.024931913077307532,0.023770997733945073,1.0,1.0
385,0.02487888706656412,0.023722551041324726,1.0,1.0
386,0.024825932476079213,0.023674249144598702,1.0,1.0
387,0.02477305567090005,0.02362609775580671,1.0,1.0
388,0.024720263678063955,0.023578103082316438,1.0,1.0
389,0.024667564196755205,0.0235302718279488,1.0,1.0
390,0.02461496560578683,0.023482611191168786,1.0,1.0
391,0.024562476968164527,0.02343512886332589,1.0,1.0
392,0.024510108032451586,0.023387833025073804,1.0,1.0
393,0.024457869230683712,0.02334073233781737,1.0,1.0
394,0.024405771672582573,0.023293835931032222,1.0,1.0
395,0.024353827135847005,0.023247153387647015,1.0,1.0
396,0.02430204805231882,0.023200694726421577,1.0,1.0
397,0.024250447489854794,0.023154470379220433,1.0,1.0
398,0.024199039129764077,0.02310849116405021,1.0,1.0
399,0.02414783723971839,0.023062768255694362,1.0,1.0
